Ticker,Name,Description,Mrkt Cap,Sector
JT,Jianpu Technology,Consumer Finance,21.82M,Financials
JUGG,JAWS Juggernaut Acquisition,Blank Check / SPAC,339.14M,SPAC
JUN,Juniper II,Blank Check / SPAC,317.83M,SPAC
JUPW,Jupiter Wellness,Drug Manufacturers-Specialty & Generic,21.11M,Healthcare
JVA,Coffee Holding Co.,Food Products,25.06M,Staples
JW.A,John Wiley & Sons,Media,3.18B,Communication
JW.B,John Wiley & Sons,Publishing,3.18B,Communication
JWEL,Jowell Global,Internet Retail,548.90M,Information Technology
JWN,Nordstrom,Multiline Retail,3.60B,Discretionary
JWSM,Jaws Mustang Acquisition,Blank Check / SPAC,1.26B,SPAC
JXN,Jackson Financial,Asset Management,3.95B,Financials
JYAC,Jiya Acquisition,Blank Check / SPAC,136.26M,SPAC
JYNT,The Joint,Health Care Providers & Services,946.81M,Healthcare
JZXN,Jiuzi Holdings,Auto & Truck Dealerships,31.50M,Discretionary
K,Kellogg Company,Food Products,21.98B,Staples
KAHC,KKR Acquisition Holdings I,Blank Check / SPAC,1.68B,SPAC
KAI,Kadant,Machinery,2.67B,Industrials
KAII,Kismet Acquisition Two,Blank Check / SPAC,285.19M,SPAC
KAIR,Kairos Acquisition,Blank Check / SPAC,337.76M,SPAC
KALA,Kala Pharmaceuticals,Pharmaceuticals,79.26M,Healthcare
KALU,Kaiser Aluminum,Metals & Mining,1.49B,Materials
KALV,KalVista Pharmaceuticals,Biotechnology,323.74M,Healthcare
KAMN,Kaman,Trading Companies & Distributors,1.20B,Industrials
KAR,KAR Auction Services,Commercial Services & Supplies,1.89B,Industrial
KARO,Karooooo,Software-Application,1.26B,Information Technology
KAVL,Kaival Brands Innovations Group,Tobacco,21.11M,Discretionary
KB,KB Financial Group,Banks,18.01B,Financials
KBAL,Kimball International,Commercial Services & Supplies,374.07M,Industrial
KBH,KB Home,Household Durables,3.91B,Discretionary
KBNT,Kubient,Software-Application,43.04M,Information Technology
KBR,"KBR, Inc.",IT Services,6.68B,Information Technology
KC,Kingsoft Cloud Holdings,IT Services,3.81B,Information Technology
KCGI,Kensington Capital Acquisition V,Blank Check / SPAC,301.05M,SPAC
KD,Kyndryl Holdings,Information Technology Services,4.06B,Information Technology
KDNY,Chinook Therapeutics,Biotechnology,890.71M,Healthcare
KDP,Keurig Dr Pepper,Beverages,52.27B,Discretionary
KE,Kimball Electronics,"Electronic Equipment, Instruments & C...",546.20M,Industrial
KELYA,Kelly Services,Professional Services,661.33M,Services
KELYB,Kelly Services,Professional Services,661.33M,Services
KEN,Kenon Holdings,Independent Power and Renewable Elect...,2.83B,Energy
KEP,Korea Electric Power,Electric Utilities,11.92B,Utilities
KEQU,Kewaunee Scientific,Health Care Equipment & Supplies,35.43M,Healthcare
KERN,Akerna,Professional Services,53.79M,Services
KEX,Kirby,Marine,3.57B,Industrials
KEY,KeyCorp,Banks,21.54B,Financials
KEYS,Keysight Technologies,"Electronic Equipment, Instruments & C...",37.80B,Industrial
KFFB,Kentucky First Federal Bancorp,Thrifts & Mortgage Finance,61.84M,Financials
KFRC,Kforce,Professional Services,1.61B,Services
KFS,Kingsway Financial Services,Insurance,132.11M,Financials
KFY,Korn Ferry,Professional Services,4.12B,Services
KGC,Kinross Gold,Metals & Mining,7.28B,Materials
KHC,The Kraft Heinz Company,Food Products,43.94B,Staples
KIDS,OrthoPediatrics,Health Care Equipment & Supplies,1.18B,Healthcare
KIII,Kismet Acquisition Three,Blank Check / SPAC,353.08M,SPAC
KIM,Kimco Realty,Equity Real Estate Investment Trusts...,15.19B,Real Estate
KIND,Nextdoor Holdings,Internet Content & Information,376.88M,Information Technology
KINS,Kingstone Companies,Insurance,52.42M,Financials
KINZ,Kins Technology Group,Blank Check / SPAC,344.66M,SPAC
KIQ,Kelso Technologies,Machinery,24.16M,Industrials
KIRK,Kirkland's,Specialty Retail,192.53M,Discretionary
KKR,KKR & Co.,Capital Markets,43.58B,Financials
KL,Kirkland Lake Gold,Metals & Mining,11.06B,Materials
KLAC,KLA Corporation,Semiconductors & Semiconductor Equipment,65.21B,Information Technology
KLAQ,KL Acquisition,Blank Check / SPAC,352.19M,SPAC
KLDO,Kaleido Biosciences,Pharmaceuticals,101.80M,Healthcare
KLIC,Kulicke & Soffa Industries,Semiconductors & Semiconductor Equipment,3.78B,Information Technology
KLR,Kaleyra,Software,418.50M,Information Technology
KLTR,Kaltura,Software-Infrastructure,427.57M,Information Technology
KLXE,KLX Energy Services Holdings,Energy Equipment & Services,32.08M,Energy
KMB,Kimberly-Clark,Household Products,48.12B,Discretionary
KMDA,Kamada,Biotechnology,294.99M,Healthcare
KMI,Kinder Morgan,"Oil, Gas & Consumable Fuels",35.96B,Energy
KMPH,KemPharm,Pharmaceuticals,307.63M,Healthcare
KMPR,Kemper,Insurance,3.74B,Financials
KMT,Kennametal,Machinery,3.00B,Industrials
KMX,CarMax,Specialty Retail,21.08B,Discretionary
KN,Knowles,"Electronic Equipment, Instruments & C...",2.16B,Industrial
KNBE,KnowBe4,Software-Infrastructure,3.93B,Information Technology
KNDI,Kandi Technologies Group,Auto Components,248.41M,Industrial
KNOP,KNOT Offshore Partners,"Oil, Gas & Consumable Fuels",448.66M,Energy
KNSA,Kiniksa Pharmaceuticals,Biotechnology,810.82M,Healthcare
KNSL,Kinsale Capital Group,Insurance,5.43B,Financials
KNTE,Kinnate Biopharma,Biotechnology,774.29M,Healthcare
KNX,Knight-Swift Transportation Holdings,Road & Rail,10.11B,Industrials
KO,The Coca-Cola Company,Beverages,255.75B,Discretionary
KOD,Kodiak Sciences,Biotechnology,4.38B,Healthcare
KODK,Eastman Kodak Company,"Technology Hardware, Storage & Periph...",368.09M,Information Technology
KOF,Coca-Cola Femsa,Beverages,11.51B,Discretionary
KOP,Koppers Holdings,Chemicals,666.89M,Materials
KOPN,Kopin,Semiconductors & Semiconductor Equipment,377.06M,Information Technology
KOR,Corvus Gold,Gold,408.95M,Materials
KORE,KORE Group Holdings,Shell Companies,207.14M,Financials
KOS,Kosmos Energy,"Oil, Gas & Consumable Fuels",1.56B,Energy
KOSS,Koss Corporation,Household Durables,97.59M,Discretionary
KPLT,Katapult Holdings,Software-Infrastructure,328.48M,Information Technology
KPRX,Kiora Pharmaceuticals,Biotechnology,19.11M,Healthcare
KPTI,Karyopharm Therapeutics,Biotechnology,485.77M,Healthcare
KR,The Kroger Company,Food & Staples Retailing,33.28B,Staples
KRA,Kraton,Chemicals,1.49B,Materials
KRBP,Kiromic BioPharma,Biotechnology,23.62M,Healthcare
KRC,Kilroy Realty,Equity Real Estate Investment Trusts...,7.74B,Real Estate
KREF,KKR Real Estate Finance Trust,Mortgage Real Estate Investment Trus...,1.27B,Real Estate
KRG,Kite Realty Group Trust,Equity Real Estate Investment Trusts...,4.77B,Real Estate
KRKR,36Kr Holdings,Interactive Media & Services,40.68M,Information Technology
KRMD,Repro Med Systems,Health Care Equipment & Supplies,133.68M,Healthcare
KRNL,Kernel Group Holdings,Blank Check / SPAC,371.41M,SPAC
KRNT,Kornit Digital,Machinery,7.09B,Industrials
KRNY,Kearny Financial,Thrifts & Mortgage Finance,994.41M,Financials
KRO,Kronos Worldwide,Chemicals,1.73B,Materials
KRON,Kronos Bio,Biotechnology,765.76M,Healthcare
KROS,Keros Therapeutics,Biotechnology,1.37B,Healthcare
KRP,Kimbell Royalty Partners,"Oil, Gas & Consumable Fuels",876.11M,Energy
KRT,Karat Packaging,Packaging & Containers,400.15M,Materials
KRTX,Karuna Therapeutics,Biotechnology,3.88B,Healthcare
KRUS,Kura Sushi USA,"Hotels, Restaurants & Leisure",785.03M,Discretionary
KRYS,Krystal Biotech,Biotechnology,1.74B,Healthcare
KSI,Kadem Sustainable Impact,Blank Check / SPAC,211.75M,SPAC
KSPN,Kaspien Holdings,Specialty Retail,26.02M,Discretionary
KSS,Kohl's,Multiline Retail,6.87B,Discretionary
KT,KT Corporation,Diversified Telecommunication Services,6.06B,Communication
KTB,Kontoor Brands,"Textiles, Apparel & Luxury Goods",2.94B,Discretionary
KTCC,Key Tronic,"Electronic Equipment, Instruments & C...",67.32M,Industrial
KTOS,Kratos Defense & Security Solutions,Aerospace & Defense,2.41B,Industrial
KTRA,Kintara Therapeutics,Biotechnology,24.75M,Healthcare
KTTA,Pasithea Therapeutics,Biotechnology,38.74M,Healthcare
KUKE,Kuke Music Holding,Entertainment,125.95M,Communication
KULR,KULR Technology Group,Electronic Components,289.07M,Industrial
KURA,Kura Oncology,Biotechnology,931.78M,Healthcare
KVHI,KVH Industries,Communications Equipment,173.68M,Industrial
KVSA,Khosla Ventures Acquisition Co.,Blank Check / SPAC,392.75M,SPAC
KVSC,Khosla Ventures Acquisition Co. III,Blank Check / SPAC,661.31M,SPAC
KW,Kennedy-Wilson Holdings,Real Estate Management & Development,3.33B,Real Estate
KWAC,Kingswood Acquisition,Blank Check / SPAC,146.24M,SPAC
KWR,Quaker Chemical,Chemicals,4.13B,Materials
KXIN,Kaixin Auto Holdings,Specialty Retail,163.54M,Discretionary
KYMR,Kymera Therapeutics,Biotechnology,3.26B,Healthcare
KZIA,Kazia Therapeutics,Biotechnology,120.12M,Healthcare
KZR,Kezar Life Sciences,Biotechnology,889.47M,Healthcare
L,Loews,Insurance,14.65B,Financials
LAAA,Lakeshore Acquisition I,Blank Check / SPAC,69.96M,SPAC
LABP,Landos Biopharma,Biotechnology,201.25M,Healthcare
LAC,Lithium Americas,Metals & Mining,3.50B,Materials
LAD,Lithia Motors,Specialty Retail,9.05B,Discretionary
LADR,Ladder Capital,Mortgage Real Estate Investment Trus...,1.50B,Real Estate
LAIX,LAIX Inc.,Diversified Consumer Services,28.01M,Discretionary
LAKE,Lakeland Industries,"Textiles, Apparel & Luxury Goods",168.73M,Discretionary
LAMR,Lamar Advertising Company,Equity Real Estate Investment Trusts...,12.28B,Real Estate
LANC,Lancaster Colony,Food Products,4.56B,Staples
LAND,Gladstone Land,Equity Real Estate Investment Trusts...,1.15B,Real Estate
LARK,Landmark Bancorp,Banks,143.39M,Financials
LASR,nLIGHT,"Electronic Equipment, Instruments & C...",1.05B,Industrial
LAUR,Laureate Education,Diversified Consumer Services,2.22B,Discretionary
LAW,CS Disco,Software-Application,2.06B,Information Technology
LAWS,Lawson Products,Trading Companies & Distributors,497.04M,Industrials
LAZ,Lazard,Capital Markets,4.49B,Financials
LAZR,Luminar Technologies,Software-Application,5.95B,Information Technology
LAZY,Lazydays Holdings,Specialty Retail,269.48M,Discretionary
LBAI,Lakeland Bancorp,Banks,961.02M,Financials
LBC,Luther Burbank,Thrifts & Mortgage Finance,725.70M,Financials
LBPH,Longboard Pharmaceuticals,Biotechnology,84.01M,Healthcare
LBPS,4D pharma,Biotechnology,130.43M,Healthcare
LBRDA,Liberty Broadband,Media,28.45B,Communication
LBRDK,Liberty Broadband,Media,28.45B,Communication
LBRT,Liberty Oilfield Services,Energy Equipment & Services,1.80B,Energy
LBTYA,Liberty Global,Media,15.19B,Communication
LBTYB,Liberty Global,Diversified Telecommunication Services,15.19B,Communication
LBTYK,Liberty Global,Media,15.19B,Communication
LC,LendingClub,Consumer Finance,2.41B,Financials
LCA,Landcadia Holdings IV,Blank Check / SPAC,608.12M,SPAC
LCAA,L Catterton Asia Acquisition,Blank Check / SPAC,348.47M,SPAC
LCAP,Lionheart Acquisition II,Blank Check / SPAC,292.82M,SPAC
LCI,Lannett Company,Pharmaceuticals,70.15M,Healthcare
LCID,Lucid Group,Auto Manufacturers,62.64B,Industrial
LCII,LCI Industries,Auto Components,3.94B,Industrial
LCNB,LCNB Corporation,Banks,277.49M,Financials
LCTX,Lineage Cell Therapeutics,Biotechnology,412.97M,Healthcare
LCUT,Lifetime Brands,Household Durables,351.63M,Discretionary
LCW,Learn CW Investment,Blank Check / SPAC,249.75M,SPAC
LDHA,LDH Growth I,Blank Check / SPAC,282.32M,SPAC
LDI,loanDepot,Mortgage Finance,1.48B,Financials
LDOS,Leidos Holdings,IT Services,12.48B,Information Technology
LE,Lands' End,Internet & Direct Marketing Retail,647.46M,Information Technology
LEA,Lear Corporation,Auto Components,10.91B,Industrial
LEAP,Ribbit LEAP,Shell Companies,457.73M,Financials
LECO,Lincoln Electric Holdings,Machinery,8.24B,Industrials
LEDS,SemiLEDs,Semiconductors & Semiconductor Equipment,20.60M,Information Technology
LEE,"Lee Enterprises,",Media,203.41M,Communication
LEG,Leggett & Platt,Household Durables,5.49B,Discretionary
LEGA,"Lead Edge Growth Opportunities,",Blank Check / SPAC,420.90M,SPAC
LEGH,Legacy Housing,Household Durables,640.83M,Discretionary
LEGN,Legend Biotech,Biotechnology,7.12B,Healthcare
LEJU,Leju Holdings,Internet & Direct Marketing Retail,123.77M,Information Technology
LEN,Lennar,Household Durables,35.18B,Discretionary
LEN.B,Lennar,Construction & Engineering,35.18B,Industrial
LESL,Leslie's,Home Improvement Retail,4.32B,Discretionary
LEU,Centrus Energy,"Oil, Gas & Consumable Fuels",699.60M,Energy
LEV,The Lion Electric Company,Farm & Heavy Construction Machinery,1.88B,Industrial
LEVI,Levi Strauss & Co.,"Textiles, Apparel & Luxury Goods",10.06B,Discretionary
LEVL,Level One Bancorp,Banks,301.34M,Financials
LEXX,Lexaria Bioscience,Biotechnology,23.98M,Healthcare
LFC,China Life Insurance Company,Insurance,106.06B,Financials
LFG,Archaea Energy,Utilities-Renewable,966.05M,Utilities
LFMD,LifeMD,Pharmaceutical Retailers,118.40M,Healthcare
LFST,Lifestance Health Group,Medical Care Facilities,3.56B,Healthcare
LFT,Lument Finance Trust,REIT-Mortgage,95.80M,Real Estate
LFTR,Lefteris Acquisition,Blank Check / SPAC,253.70M,SPAC
LFUS,Littelfuse,"Electronic Equipment, Instruments & C...",7.75B,Industrial
LFVN,LifeVantage,Personal Products,83.70M,Discretionary
LGAC,Lazard Growth Acquisition I,Blank Check / SPAC,699.34M,SPAC
LGF.A,Lions Gate Entertainment,Entertainment,3.57B,Communication
LGF.B,Lions Gate Entertainment,Entertainment,3.57B,Communication
LGHL,Lion Group Holding,Asset Management,51.71M,Financials
LGIH,LGI Homes,Household Durables,3.75B,Discretionary
LGL,LGL Group,"Electronic Equipment, Instruments & C...",60.53M,Industrial
LGND,Ligand Pharmaceuticals,Biotechnology,2.58B,Healthcare
LGO,Largo,Other Industrial Metals & Mining,599.36M,Materials
LGV,Longview Acquisition II,Blank Check / SPAC,848.70M,SPAC
LGVN,Longeveron,Biotechnology,251.67M,Healthcare
LH,Laboratory Corporation of America Holdings,Health Care Providers & Services,30.07B,Healthcare
LHAA,Lerer Hippeau Acquisition,Blank Check / SPAC,287.36M,SPAC
LHC,Leo Holdings II,Blank Check / SPAC,457.03M,SPAC
LHCG,LHC Group,Health Care Providers & Services,4.35B,Healthcare
LHDX,Lucira Health,Medical Devices,337.72M,Healthcare
LHX,L3Harris Technologies,Aerospace & Defense,41.84B,Industrial
LI,Li Auto,Automobiles,33.15B,Discretionary
LIAN,LianBio,Biotechnology,648.38M,Healthcare
LICY,Li-Cycle Holdings,Waste Management,1.63B,Utilities
LIDR,"AEye, Inc.",Auto Parts,749.71M,Industrial
LIFE,aTyr Pharma,Biotechnology,207.60M,Healthcare
LII,Lennox International,Building Products,11.87B,Industrial
LILA,Liberty Latin America,Diversified Telecommunication Services,2.65B,Communication
LILAK,Liberty Latin America,Media,2.65B,Communication
LILM,Lilium,Aerospace & Defense,1.97B,Industrial
LIN,Linde,Chemicals,177.56B,Materials
LINC,Lincoln Educational Services,Diversified Consumer Services,201.70M,Discretionary
LIND,Lindblad Expeditions Holdings,"Hotels, Restaurants & Leisure",783.12M,Discretionary
LINK,Interlink Electronics,"Electronic Equipment, Instruments & C...",63.95M,Industrial
LION,Lionheart III,Blank Check / SPAC,126.82M,SPAC
LIQT,LiqTech International,Machinery,121.75M,Industrials
LITB,LightInTheBox Holding Co.,Internet & Direct Marketing Retail,113.22M,Information Technology
LITE,Lumentum Holdings,Communications Equipment,7.65B,Industrial
LITM,Snow Lake Resources,Other Industrial Metals & Mining,93.37M,Materials
LITT,Logistics Innovation Technologies,Shell Companies,412.48M,Financials
LIVE,Live Ventures,Household Durables,49.89M,Discretionary
LIVN,LivaNova,Health Care Equipment & Supplies,4.65B,Healthcare
LIXT,Lixte Biotechnology Holdings,Biotechnology,16.36M,Healthcare
LIZI,Lizhi,Internet Content & Information,93.62M,Information Technology
LJAQ,LightJump Acquisition,Blank Check / SPAC,171.27M,SPAC
LJPC,La Jolla Pharmaceutical Company,Biotechnology,127.99M,Healthcare
LKCO,Luokung Technology,Interactive Media & Services,231.43M,Information Technology
LKFN,Lakeland Financial,Banks,2.03B,Financials
LKQ,LKQ Corporation,Distributors,17.50B,Industrial
LL,Lumber Liquidators Holdings,Specialty Retail,496.54M,Discretionary
LLL,JX Luxventure,Apparel Manufacturing,0,Discretionary
LLNW,Limelight Networks,IT Services,458.98M,Information Technology
LLY,Eli Lilly and Company,Pharmaceuticals,264.23B,Healthcare
LMACA,Liberty Media Acquisition,Blank Check / SPAC,738.88M,SPAC
LMAO,LMF Acquisition Opportunities,Blank Check / SPAC,130.93M,SPAC
LMAT,LeMaitre Vascular,Health Care Equipment & Supplies,1.10B,Healthcare
LMB,Limbach Holdings,Construction & Engineering,92.74M,Industrial
LMDX,LumiraDx,Diagnostics & Research,2.25B,Healthcare
LMFA,LM Funding America,Diversified Financial Services,62.23M,Financials
LMND,Lemonade,Insurance,2.60B,Financials
LMNL,Liminal BioSciences,Biotechnology,33.84M,Healthcare
LMNR,Limoneira Company,Food Products,265.28M,Staples
LMPX,LMP Automotive Holdings,Specialty Retail,76.25M,Discretionary
LMST,Limestone Bancorp,Banks,141.86M,Financials
LMT,Lockheed Martin,Aerospace & Defense,98.02B,Industrial
LNC,Lincoln National,Insurance,12.34B,Financials
LND,BrasilAgro Cia Brasileira de Propriedades Agricolas,Food Products,535.64M,Staples
LNDC,Landec,Food Products,327.02M,Staples
LNFA,L&F Acquisition,Blank Check / SPAC,216.27M,SPAC
LNG,Cheniere Energy,"Oil, Gas & Consumable Fuels",25.72B,Energy
LNN,Lindsay,Machinery,1.66B,Industrials
LNSR,LENSAR,Medical Devices,65.63M,Healthcare
LNT,Alliant Energy,Electric Utilities,15.39B,Utilities
LNTH,Lantheus Holdings,Health Care Equipment & Supplies,1.96B,Healthcare
LOAN,Manhattan Bridge Capital,Mortgage Real Estate Investment Trus...,63.22M,Real Estate
LOB,Live Oak Bancshares,Banks,3.79B,Financials
LOCC,Live Oak Crestview Climate Acquisition,Blank Check / SPAC,251.19M,SPAC
LOCL,Local Bounti,Farm Products,221.72M,Industrial
LOCO,El Pollo Loco Holdings,"Hotels, Restaurants & Leisure",518.80M,Discretionary
LODE,Comstock Mining,Metals & Mining,84.23M,Materials
LOGC,LogicBio Therapeutics,Biotechnology,76.13M,Healthcare
LOGI,Logitech International,"Technology Hardware, Storage & Periph...",14.09B,Information Technology
LOKM,Live Oak Mobility Acquisition,Blank Check / SPAC,308.98M,SPAC
LOMA,Loma Negra Compania Industrial Argentina,Construction Materials,1.56B,Materials
LOOP,Loop Industries,Chemicals,578.66M,Materials
LOPE,Grand Canyon Education,Diversified Consumer Services,3.43B,Discretionary
LOTZ,CarLotz,Auto & Truck Dealerships,258.74M,Discretionary
LOV,Spark Networks SE,Interactive Media & Services,82.11M,Information Technology
